"species"	"thorax"	"thor_vol"	"onum"	"egg_vol"	"major"	"minor"	"prop"	"dors"	"tf_num"	"tfc_tf"	"total_tfc"	"group"	"reg"	"reg2"	"reg3"	"thor"
"Drosophila_micromyia"	1.6	1.41001088773721	3.49650756146648	NA	NA	NA	NA	NA	NA	NA	NA	"pna"	"Bark"	"Bark"	"Bark"	0.470003629245736
"Drosophila_mimica"	1.78821428571429	1.7512545912737	3.14737982316313	-3.89334585388933	-1.00195755863125	-2.16108553072035	-5.61398287945383	-0.689155159290408	2.39789527279837	2.01490302054226	4.41158543691543	"mouth"	"Fruit"	"gen"	"gen"	0.581217516166652
"Drosophila_mitchelli"	1.84333333333333	1.84922810963412	3.10608033072285	-4.3052584284255	-1.21597791145337	-2.26182710052188	-5.82571123546796	-1.02165124753198	2.4423470353692	2.05412373369555	4.49423862528081	"mouth"	NA	NA	NA	0.611575526866132
"Drosophila_murphyi"	2.43	2.66367377205737	3.72737875326455	-3.86323284125871	NA	NA	-6.5269066132487	NA	NA	NA	NA	"pna"	"Bark"	"Bark"	"Bark"	0.887891257352457
"Drosophila_nanella"	1.0275	0.0921964736122383	2.42036812865043	-4.13075788641407	-0.986400298105874	-2.28810707389553	-4.19429677929426	0.0222506089348197	NA	NA	NA	"mouth"	"Leaf"	"gen"	"gen"	0.0271286673882527
"Drosophila_neopicta"	2.44	2.68726800618629	3.56953269648137	-3.75527077799092	-0.682372107424963	-2.25280335726089	-6.40545314275056	0.683096844706444	NA	NA	NA	"pna"	"Bark"	"Bark"	"Bark"	0.89199803930511
"Drosophila_neutralis"	1.4575	1.13273742923482	2.69124308278583	-3.57240309169442	-0.942046669990102	-2.03488253854643	-4.69179078223337	-0.108142158619703	NA	NA	NA	"amc"	"Leaf"	"gen"	"gen"	0.37672263924251
"Drosophila_nigella"	1.85666666666667	1.86328627573643	3.64631983969514	-4.18671565094915	-1.10967323602753	-2.25601962384672	-6.03963334634459	-1.79175946922805	NA	NA	NA	"hale"	"Fungus"	"gen"	"gen"	0.618782765271085
"Drosophila_nigribasis"	2.98	3.27576990155194	3.97649902461251	-3.46094738606793	NA	NA	-6.73671728785404	NA	NA	NA	NA	"pna"	"Bark"	"Bark"	"Bark"	1.09192330051731
"Drosophila_nr_residua"	1.258	0.694770162811453	2.65324196460721	-3.92255260307893	-0.965174650416516	-2.19597535793579	-4.55141078533183	-0.183322057127538	NA	NA	NA	"mouth"	"Bark"	"Bark"	"Bark"	0.229523158278249
"Drosophila_ochracea"	2.35	2.56460314369031	3.51154543883102	-3.57290395756143	-0.700776207724436	-2.10373423424888	-6.12692865239039	0.966983846189673	NA	NA	NA	"pna"	"Bark"	"Bark"	"Bark"	0.854415328156068
"Drosophila_papaalai"	1.12	0.33998605592101	2.63905732961526	NA	NA	NA	NA	NA	NA	NA	NA	"pna"	"Bark"	"Bark"	"Bark"	0.113328685307003
"Drosophila_pectinitarsus"	1.26	0.69333516289016	2.51930807650533	-4.04555439805267	NA	NA	-4.7388895609659	NA	NA	NA	NA	"amc"	"Leaf"	"gen"	"gen"	0.231111720963387
"Drosophila_percnosoma"	1.59428571428571	1.42423651000537	2.57587842799372	-3.00417301987586	-0.708474039069454	-1.88579546111071	-4.40519684481866	0.0797349680188535	NA	NA	NA	"amc"	"Leaf"	"gen"	"gen"	0.466425807897849
"Drosophila_perissopoda"	1.46208333333333	1.16930603322039	2.53782905124234	-3.30207660187934	-0.808597002770762	-1.97244736115942	-4.48324998747826	-0.0408219945202552	1.94591014905531	2.19304920592574	4.13656557765606	"amc"	"Leaf"	"gen"	"gen"	0.379862359247176
"Drosophila_petalopeza"	1.78	1.73069189515609	2.88340308858007	-3.3119760962449	-0.92256034488775	-1.91223362269593	-5.78510381262917	-3.50655789731998	NA	NA	NA	"amc"	"Leaf"	"gen"	"gen"	0.576613364303994
"Drosophila_picticornis"	1.82923076923077	1.82382612740471	3.23547574223277	-3.73824273844336	-0.868735898295057	-2.15395757425495	-5.52304779746494	0.342702786371849	2.56494935746154	2.41392768032942	4.97559899922611	"pna"	"Sap"	"gen"	"gen"	0.6038955338011
"Drosophila_pilimana"	2.19	2.35170463148523	3.80666248977032	-3.9633162998157	NA	NA	-6.31502093129589	NA	NA	NA	NA	"pna"	"Bark"	"Bark"	"Bark"	0.783901543828409
"Drosophila_planitibia"	2.58833333333333	2.87559815439048	3.73169945129686	-3.83747095350851	-0.871875201823841	-2.20727491318972	-6.64052322299769	0.0464063728141558	3.04452243772342	2.11021320034659	5.32690482339995	"pna"	"Bark"	"Bark"	"Bark"	0.951014167932539
"Drosophila_primaeva"	3	3.29583686600433	4.61838251746023	-3.77226106305299	NA	NA	-7.06809792900079	NA	NA	NA	NA	NA	"Bark"	"Bark"	"Bark"	1.09861228866811
"Drosophila_prodita"	1.37	0.944432219520101	2.19722457733622	NA	NA	NA	-Inf	NA	NA	NA	NA	"amc"	"Leaf"	"gen"	"gen"	0.314810739840034
"Drosophila_prolaticilia"	1.86	1.86181617464298	3.43398720448515	-3.63650008343082	-0.786085176219214	-2.14238134145371	-5.4976170989319	-0.0725706928348354	NA	NA	NA	"pna"	"Bark"	"Bark"	"Bark"	0.62057648772511
"Drosophila_punalua"	2.3	2.49872736880531	3.52636052461616	-3.66907682681776	NA	NA	-6.16780419556436	NA	NA	NA	NA	"pna"	"Generalist"	"gen"	"gen"	0.832909122935104
"Drosophila_redunca"	1.50333333333333	1.22308411428597	2.68557734525015	-3.83829282729627	-1.02183644986606	-2.12667292138528	-5.06032624056077	-0.135437970895105	NA	NA	NA	"amc"	"Leaf"	"gen"	"gen"	0.407684864846475
"Drosophila_sejuncta"	2.24	2.41942759760085	4.04006435530903	-3.37260992481024	NA	NA	-5.79203752224725	NA	NA	NA	NA	"pna"	"Bark"	"Bark"	"Bark"	0.806475865866949
"Drosophila_setosimentum"	2.01571428571429	2.11184502836389	3.6919248122999	-3.74791446170679	-0.836555763855302	-2.17353246507943	-5.93494337300438	-0.220023423977966	2.94443897916644	2.28916207266191	5.23057371446152	"pna"	"Bark"	"Bark"	"Bark"	0.700973616809412
"Drosophila_silvestris"	2.63285714285714	2.93163987764966	3.88928647845428	-3.57566530521292	-0.786701125657649	-2.12309160544856	-6.74812528928535	0.454255272277596	2.89037175789616	2.484906649788	5.37527840768417	"pna"	"Bark"	"Bark"	"Bark"	0.968069622626417
"Drosophila_sproati"	2.675	2.95645972905749	4.18281321020971	-4.11047394415198	NA	NA	-7.17782672730592	NA	NA	NA	NA	"pna"	"Bark"	"Bark"	"Bark"	0.98394938034797
"Drosophila_tanythrix"	2.25625	2.47209194312868	2.47758826898032	-2.14690089572839	-0.447209402816511	-1.54756152538316	-4.00922835707956	0.236764647266177	1.74919985480926	2.35612585992208	4.11169320055671	"amc"	"Leaf"	"gen"	"gen"	0.813704143099054
"Drosophila_torula"	1.63	1.47172246455984	2.60268968544438	-3.08497450497729	-0.789070881863435	-1.86594436741743	-4.55468839380941	0.00995033085316809	NA	NA	NA	"amc"	"Leaf"	"gen"	"gen"	0.488580014818671
"Drosophila_tricheatosa"	1.35	0.900313777351014	2.33505228313155	NA	NA	NA	-Inf	NA	NA	NA	NA	"amc"	"Leaf"	"gen"	"gen"	0.300104592450338
"Drosophila_unicula"	1.145	0.406271116529422	2.2512917986065	-3.79232974252921	-1.01197598200856	-2.10784101620153	-4.19969866023385	-0.653926467406664	NA	NA	NA	"amc"	"Leaf"	"gen"	"gen"	0.135404637006203
"Drosophila_villosipedis"	2.16166666666667	2.32088435223647	3.74557479779048	-3.72322087879543	-0.798754640261498	-2.166210523904	-5.98605575224704	0.454255272277596	3.07961375753469	2.30474941582343	5.38453328835818	"pna"	"Bark"	"Bark"	"Bark"	0.770879529100299
"Drosophila_waddingtoni"	1.5375	1.2994415170178	2.50338078064435	-3.1494478806058	-0.772096597190659	-1.90930503303811	-4.67549488476699	-0.0366639843715915	NA	NA	NA	"amc"	"Leaf"	"gen"	"gen"	0.430157720698536
"Scaptomyza_ampliloba"	1.41	1.03076911317023	2.07944154167984	-3.2539332166836	-0.891598119283784	-1.89711998488588	-4.28470232967309	-3.2188758248682	NA	NA	NA	"scapto"	NA	NA	NA	0.343589704390077
"Scaptomyza_caliginosa"	0.853	-0.465836802538427	0.733969175080199	-2.80723690571218	-0.916082420260026	-1.72644000310273	-2.29821907165134	-3.91202300542815	0.693147180559945	2.04769284336526	2.7408400239252	"scapto"	"Flower"	"Flower_Spider"	"gen"	-0.158995731490458
"Scaptomyza_chauliodon"	1.66	1.52045280710536	0.693147180559945	NA	NA	NA	NA	NA	NA	NA	NA	"scapto"	"Spider"	"Flower_Spider"	"gen"	0.506817602368452
"Scaptomyza_crassifemur"	2.06	2.16811794840447	1.67896397508271	-2.52074110279722	NA	NA	-4.68885905125597	NA	NA	NA	NA	"scapto"	NA	NA	NA	0.72270598280149
"Scaptomyza_devexa"	0.753333333333333	-0.844748667896635	2.484906649788	-4.04270363049741	-1.27058755328916	-2.10373423424888	-3.01523270364835	-3.50655789731998	NA	NA	NA	"scapto"	NA	NA	NA	-0.283247475383916
"Scaptomyza_hackmani"	1.245	0.754689968967693	2.42036812865043	-3.50449721664823	-0.960046713829198	-1.99586661815525	-4.02796918597691	-1.02165124753198	NA	NA	NA	"scapto"	"Generalist"	"gen"	"gen"	0.219135529916671
"Scaptomyza_inflatus"	1.69	1.57418558680495	1.98100146886658	NA	NA	NA	-Inf	NA	NA	NA	NA	"scapto"	NA	NA	NA	0.524728528934982
"Scaptomyza_nasalis"	1.9	1.92556165851718	1.54329810992956	-1.77195684193188	NA	NA	-3.69751850064829	NA	NA	NA	NA	"scapto"	NA	NA	NA	0.641853886172395
"Scaptomyza_palmae"	0.86	-0.431891222344687	2.56494935746154	-4.59198660035495	-1.36979128902088	-2.33228857229881	-4.2111059496603	-2.70093273333335	1.79175946922805	2.24070968927596	4.0342406381524	"scapto"	"Flower"	"Flower_Spider"	"gen"	-0.150822889734584
"Scaptomyza_reducta"	1.68	1.5563813802455	1.67335123817775	NA	NA	NA	NA	NA	NA	NA	NA	"scapto"	NA	NA	NA	0.518793793415168
"Scaptomyza_tumidula"	0.91	-0.282932038413724	2.30258509299405	-3.31707563964917	-1.10866262452161	-2.5133061243097	-3.03414360127605	-2.65926003693278	NA	NA	NA	"scapto"	"Generalist"	"gen"	"gen"	-0.0943106794712413
"Scaptomyza_undulata"	2	2.07944154167984	0.693147180559945	-1.30933331998376	NA	NA	-3.3887748616636	NA	NA	NA	NA	"scapto"	NA	NA	NA	0.693147180559945
